id,type,from,to,source_id,source_title,source_url,publication_date,retrieval_date,evidence_grade,factual_status,establishes,does_not_establish,review_status,extraction_method,confidence
relationship-9aa0f7ca482c84149046,mentions,document-21062c3794165a26e8de0095,entity-governmentagency-bedab65c15b8b940a995,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/26526-final-judgment-bongiorno.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names United States Treasury. The Commission.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-b20716ecf53ff9a8878f,mentions,document-21062c3794165a26e8de0095,entity-governmentagency-cd1d71cf660fd8350570,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/26526-final-judgment-bongiorno.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names Defendant. The Commission.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-e726081efbc9dfd58981,mentions,document-21062c3794165a26e8de0095,entity-legalauthority-30d4d73903606b97ec1a,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/26526-final-judgment-bongiorno.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names Federal Rule.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,legal-authority-regex,0.64
relationship-f8b43ddc231e9f53fd78,mentions,document-21062c3794165a26e8de0095,entity-legalauthority-357d25e851643705417a,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/26526-final-judgment-bongiorno.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names Bankruptcy Code.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,legal-authority-regex,0.64
relationship-ef0593e5f95dc34025ed,mentions,document-21062c3794165a26e8de0095,entity-legalauthority-4dd9429b82592fb2f8e0,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/26526-final-judgment-bongiorno.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names Securities Act.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,legal-authority-regex,0.64
relationship-4f78a6ee9a1f27927899,mentions,document-21062c3794165a26e8de0095,entity-legalauthority-e7f1a2bb67b9d759eecc,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/26526-final-judgment-bongiorno.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names Exchange Act.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,legal-authority-regex,0.64
relationship-f4672390b6c46396ca69,mentions,document-21062c3794165a26e8de0095,entity-legalauthority-eda4c7ce7a782f0cdeca,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/26526-final-judgment-bongiorno.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names Securities Exchange Act.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,legal-authority-regex,0.64
relationship-691f5101a15b80b3c889,mentions,document-4ed5cb53b53914104fe6240e,entity-company-f9595a35583da95c8521,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/order26497.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names Platforms Wireless Int’l Corp.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,company-suffix-regex,0.72
relationship-38318baa6fdf68fe7641,mentions,document-4ed5cb53b53914104fe6240e,entity-governmentagency-19975482c962fcb0589d,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/order26497.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names California Department.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-5c0e6c042845e115ab05,mentions,document-4ed5cb53b53914104fe6240e,entity-governmentagency-2d18cadc5ea30092c6f7,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/order26497.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names The Court.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-f4fccf9983bc517a7b63,mentions,document-4ed5cb53b53914104fe6240e,entity-governmentagency-3ccf8c1785ef3e305d21,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/order26497.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names Authority of Commission.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-b1bd13a5adc25b2ad263,mentions,document-4ed5cb53b53914104fe6240e,entity-governmentagency-9a4a80e9ececd7876db3,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/order26497.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names Nat’l. Res. Def. Council.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-4508945ca954a00ab02b,mentions,document-4ed5cb53b53914104fe6240e,entity-governmentagency-b6557c289323954c2d09,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/order26497.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names Plaintiff United States Securities and Exchange Commission.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-c1f6ddb4465c5d03c595,mentions,document-4ed5cb53b53914104fe6240e,entity-legalauthority-4dd9429b82592fb2f8e0,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/order26497.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names Securities Act.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,legal-authority-regex,0.64
relationship-b184ac9038420bbf0ded,mentions,document-4ed5cb53b53914104fe6240e,entity-legalauthority-6dfce90a9e8d7938f9a2,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/order26497.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names Exchange Act and Rule.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,legal-authority-regex,0.64
relationship-467576ae883750533776,mentions,document-4ed5cb53b53914104fe6240e,entity-legalauthority-e7f1a2bb67b9d759eecc,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/order26497.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names Exchange Act.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,legal-authority-regex,0.64
relationship-8660453a8f614e052bbd,mentions,document-4ed5cb53b53914104fe6240e,entity-legalauthority-f1a76c4914d787b4ab88,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/order26497.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names Advisers Act.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,legal-authority-regex,0.64
relationship-545504f8007eb0042214,mentions,document-4ed5cb53b53914104fe6240e,entity-organization-ae734086c85b18874988,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/order26497.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names Internal Revenue Service.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-cd6225ccb5ee75fd099e,mentions,document-5cfcef7e6d9081a2f8b4cfc1,entity-governmentagency-0fcd7c18a52dff9d8cef,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26502.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names United States Treasury.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-3ca565e751da9f29d359,mentions,document-5cfcef7e6d9081a2f8b4cfc1,entity-governmentagency-23b03f6532d999f0229b,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26502.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names Securities and Exchange Commission.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-1f84e19a34a7e77eb65f,mentions,document-5cfcef7e6d9081a2f8b4cfc1,entity-governmentagency-63d8a0e4970d5c0b0e28,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26502.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names The Commission.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-7e9838241b95a2c8c8a3,mentions,document-5cfcef7e6d9081a2f8b4cfc1,entity-governmentagency-d6f69161b254b4ff5403,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26502.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names Order of the Court.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-367034d3d3ddc7c8e811,mentions,document-5cfcef7e6d9081a2f8b4cfc1,entity-legalauthority-06775ba40ef2b9ecaed3,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26502.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names Procedures Act.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,legal-authority-regex,0.64
relationship-1d5751f5489596650d5f,mentions,document-5cfcef7e6d9081a2f8b4cfc1,entity-legalauthority-30d4d73903606b97ec1a,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26502.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names Federal Rule.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,legal-authority-regex,0.64
relationship-3e57a6529c461f9a24a7,mentions,document-5cfcef7e6d9081a2f8b4cfc1,entity-legalauthority-357d25e851643705417a,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26502.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names Bankruptcy Code.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,legal-authority-regex,0.64
relationship-c9a9ddd8f2e8e953e1d8,mentions,document-5cfcef7e6d9081a2f8b4cfc1,entity-legalauthority-4dd9429b82592fb2f8e0,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26502.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names Securities Act.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,legal-authority-regex,0.64
relationship-c3bcb02c4ca12c8311df,mentions,document-5cfcef7e6d9081a2f8b4cfc1,entity-legalauthority-662251159aec5af8b571,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26502.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names Oxley Act.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,legal-authority-regex,0.64
relationship-fc7c666241d763205165,mentions,document-5cfcef7e6d9081a2f8b4cfc1,entity-legalauthority-e7f1a2bb67b9d759eecc,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26502.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names Exchange Act.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,legal-authority-regex,0.64
relationship-7340a65caac862522f50,mentions,document-5cfcef7e6d9081a2f8b4cfc1,entity-legalauthority-eda4c7ce7a782f0cdeca,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26502.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names Securities Exchange Act.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,legal-authority-regex,0.64
relationship-3c59750daa62d70f00ae,mentions,document-68517786b3f869614d6441d5,entity-company-679162bc191c2d02f381,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26549-daveglo.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names DaveGlo Investment Group.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,company-suffix-regex,0.72
relationship-214bfb60a789d1ddf1f3,mentions,document-6960ea14c65d98405708eb15,entity-governmentagency-23b03f6532d999f0229b,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26506-suzee-han.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names Securities and Exchange Commission.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-d8748e5579f0093545bc,mentions,document-6960ea14c65d98405708eb15,entity-governmentagency-760ba48af11027c4b325,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26506-suzee-han.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names AS TO DEFENDANT SUZEE HAN The Securities and Exchange Commission.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-ff0ab38f650335709928,mentions,document-6960ea14c65d98405708eb15,entity-governmentagency-7b2d2e14e244ab1a52da,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26506-suzee-han.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names M. Brockett Trial Attorney United States Securities and Exchange Commission.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-aa488d74ac846cea5f65,mentions,document-6960ea14c65d98405708eb15,entity-governmentagency-d2fb03f3b17e8e1c4497,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26506-suzee-han.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names New York Regional Office.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-875e86d64d9cf3fdcf26,mentions,document-6960ea14c65d98405708eb15,entity-legalauthority-30d4d73903606b97ec1a,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26506-suzee-han.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names Federal Rule.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,legal-authority-regex,0.64
relationship-6ca9dc511e05ba460409,mentions,document-6960ea14c65d98405708eb15,entity-legalauthority-4dd9429b82592fb2f8e0,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26506-suzee-han.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names Securities Act.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,legal-authority-regex,0.64
relationship-2728100452c13e88504f,mentions,document-6960ea14c65d98405708eb15,entity-legalauthority-e7f1a2bb67b9d759eecc,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26506-suzee-han.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names Exchange Act.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,legal-authority-regex,0.64
relationship-e3851f6ecb5a9c27d201,mentions,document-6960ea14c65d98405708eb15,entity-legalauthority-eda4c7ce7a782f0cdeca,sec-litigation-releases,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26506-suzee-han.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names Securities Exchange Act.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,legal-authority-regex,0.64
relationship-4dcc7c3cec3887510094,mentions,document-6f9f8bf79aaccb91ea301d46,entity-governmentagency-1926439dea5a947a1901,federal-register-latest,Federal Register — Latest Documents,https://www.govinfo.gov/content/pkg/FR-2026-07-13/pdf/2026-14070.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names Safety Administration.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-8aee8f60b95ddfe207ac,mentions,document-6f9f8bf79aaccb91ea301d46,entity-governmentagency-589fe65d1e718c7aae0e,federal-register-latest,Federal Register — Latest Documents,https://www.govinfo.gov/content/pkg/FR-2026-07-13/pdf/2026-14070.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names PST’s Agency.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-cc40387fc8c6552bb3ba,mentions,document-6f9f8bf79aaccb91ea301d46,entity-governmentagency-6a799278f2c401c867b3,federal-register-latest,Federal Register — Latest Documents,https://www.govinfo.gov/content/pkg/FR-2026-07-13/pdf/2026-14070.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names DIMP. Materials Safety Administration.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-4b54e2fd5a56048520a6,mentions,document-6f9f8bf79aaccb91ea301d46,entity-governmentagency-81db8ebb19e418b3c4fa,federal-register-latest,Federal Register — Latest Documents,https://www.govinfo.gov/content/pkg/FR-2026-07-13/pdf/2026-14070.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names Class Location Change Agency.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-9333ae326c05641a216d,mentions,document-6f9f8bf79aaccb91ea301d46,entity-governmentagency-9342ce3ca1bec2752a29,federal-register-latest,Federal Register — Latest Documents,https://www.govinfo.gov/content/pkg/FR-2026-07-13/pdf/2026-14070.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names OMB Control Number. Agency.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
relationship-d432fbd7c0fc11e5cbe6,mentions,document-6f9f8bf79aaccb91ea301d46,entity-legalauthority-1c5d71bcc349dace0df2,federal-register-latest,Federal Register — Latest Documents,https://www.govinfo.gov/content/pkg/FR-2026-07-13/pdf/2026-14070.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names Paperwork Reduction Act.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,legal-authority-regex,0.64
relationship-4364faccd2c9db216e0d,mentions,document-6f9f8bf79aaccb91ea301d46,entity-legalauthority-bf3a6de533403bc51f0d,federal-register-latest,Federal Register — Latest Documents,https://www.govinfo.gov/content/pkg/FR-2026-07-13/pdf/2026-14070.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names Reduction Act.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,legal-authority-regex,0.64
relationship-084bfa7edbc956f54fe5,mentions,document-6f9f8bf79aaccb91ea301d46,entity-organization-a15562cd025b98b08d44,federal-register-latest,Federal Register — Latest Documents,https://www.govinfo.gov/content/pkg/FR-2026-07-13/pdf/2026-14070.pdf,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,The cited record names PHMSA Service.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship.",machine-extracted-unreviewed,organisation-suffix-regex,0.67
