relationship_id,from_id,from_name,from_type,relationship_type,to_id,to_name,to_type,source_title,source_url,date,publication_date,retrieval_date,evidence_grade,factual_status,review_status,extraction_method,confidence,what_is_established,what_is_not_established
relationship-4f78a6ee9a1f27927899,document-21062c3794165a26e8de0095,Final Judgment - Bongiorno,Document,mentions,entity-legalauthority-e7f1a2bb67b9d759eecc,Exchange Act,LegalAuthority,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/26526-final-judgment-bongiorno.pdf,2026-07-11T13:06:17.977Z,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,machine-extracted-unreviewed,legal-authority-regex,0.64,The cited record names Exchange Act.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-f4672390b6c46396ca69,document-21062c3794165a26e8de0095,Final Judgment - Bongiorno,Document,mentions,entity-legalauthority-eda4c7ce7a782f0cdeca,Securities Exchange Act,LegalAuthority,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/26526-final-judgment-bongiorno.pdf,2026-07-11T13:06:17.977Z,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,machine-extracted-unreviewed,legal-authority-regex,0.64,The cited record names Securities Exchange Act.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-691f5101a15b80b3c889,document-4ed5cb53b53914104fe6240e,Order Granting Motion for Monetary Relief,Document,mentions,entity-company-f9595a35583da95c8521,Platforms Wireless Int’l Corp,Company,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/order26497.pdf,2026-07-11T13:06:17.977Z,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,machine-extracted-unreviewed,company-suffix-regex,0.72,The cited record names Platforms Wireless Int’l Corp.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-38318baa6fdf68fe7641,document-4ed5cb53b53914104fe6240e,Order Granting Motion for Monetary Relief,Document,mentions,entity-governmentagency-19975482c962fcb0589d,California Department,GovernmentAgency,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/order26497.pdf,2026-07-11T13:06:17.977Z,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names California Department.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-5c0e6c042845e115ab05,document-4ed5cb53b53914104fe6240e,Order Granting Motion for Monetary Relief,Document,mentions,entity-governmentagency-2d18cadc5ea30092c6f7,The Court,GovernmentAgency,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/order26497.pdf,2026-07-11T13:06:17.977Z,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names The Court.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-f4fccf9983bc517a7b63,document-4ed5cb53b53914104fe6240e,Order Granting Motion for Monetary Relief,Document,mentions,entity-governmentagency-3ccf8c1785ef3e305d21,Authority of Commission,GovernmentAgency,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/order26497.pdf,2026-07-11T13:06:17.977Z,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names Authority of Commission.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-b1bd13a5adc25b2ad263,document-4ed5cb53b53914104fe6240e,Order Granting Motion for Monetary Relief,Document,mentions,entity-governmentagency-9a4a80e9ececd7876db3,Nat’l. Res. Def. Council,GovernmentAgency,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/order26497.pdf,2026-07-11T13:06:17.977Z,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names Nat’l. Res. Def. Council.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-4508945ca954a00ab02b,document-4ed5cb53b53914104fe6240e,Order Granting Motion for Monetary Relief,Document,mentions,entity-governmentagency-b6557c289323954c2d09,Plaintiff United States Securities and Exchange Commission,GovernmentAgency,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/order26497.pdf,2026-07-11T13:06:17.977Z,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names Plaintiff United States Securities and Exchange Commission.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-c1f6ddb4465c5d03c595,document-4ed5cb53b53914104fe6240e,Order Granting Motion for Monetary Relief,Document,mentions,entity-legalauthority-4dd9429b82592fb2f8e0,Securities Act,LegalAuthority,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/order26497.pdf,2026-07-11T13:06:17.977Z,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,machine-extracted-unreviewed,legal-authority-regex,0.64,The cited record names Securities Act.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-b184ac9038420bbf0ded,document-4ed5cb53b53914104fe6240e,Order Granting Motion for Monetary Relief,Document,mentions,entity-legalauthority-6dfce90a9e8d7938f9a2,Exchange Act and Rule,LegalAuthority,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/order26497.pdf,2026-07-11T13:06:17.977Z,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,machine-extracted-unreviewed,legal-authority-regex,0.64,The cited record names Exchange Act and Rule.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-467576ae883750533776,document-4ed5cb53b53914104fe6240e,Order Granting Motion for Monetary Relief,Document,mentions,entity-legalauthority-e7f1a2bb67b9d759eecc,Exchange Act,LegalAuthority,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/order26497.pdf,2026-07-11T13:06:17.977Z,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,machine-extracted-unreviewed,legal-authority-regex,0.64,The cited record names Exchange Act.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-8660453a8f614e052bbd,document-4ed5cb53b53914104fe6240e,Order Granting Motion for Monetary Relief,Document,mentions,entity-legalauthority-f1a76c4914d787b4ab88,Advisers Act,LegalAuthority,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/order26497.pdf,2026-07-11T13:06:17.977Z,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,machine-extracted-unreviewed,legal-authority-regex,0.64,The cited record names Advisers Act.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-545504f8007eb0042214,document-4ed5cb53b53914104fe6240e,Order Granting Motion for Monetary Relief,Document,mentions,entity-organization-ae734086c85b18874988,Internal Revenue Service,Organization,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/order26497.pdf,2026-07-11T13:06:17.977Z,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names Internal Revenue Service.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-cd6225ccb5ee75fd099e,document-5cfcef7e6d9081a2f8b4cfc1,Final Judgment,Document,mentions,entity-governmentagency-0fcd7c18a52dff9d8cef,United States Treasury,GovernmentAgency,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26502.pdf,2026-07-11T13:06:17.977Z,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names United States Treasury.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-3ca565e751da9f29d359,document-5cfcef7e6d9081a2f8b4cfc1,Final Judgment,Document,mentions,entity-governmentagency-23b03f6532d999f0229b,Securities and Exchange Commission,GovernmentAgency,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26502.pdf,2026-07-11T13:06:17.977Z,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names Securities and Exchange Commission.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-1f84e19a34a7e77eb65f,document-5cfcef7e6d9081a2f8b4cfc1,Final Judgment,Document,mentions,entity-governmentagency-63d8a0e4970d5c0b0e28,The Commission,GovernmentAgency,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26502.pdf,2026-07-11T13:06:17.977Z,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names The Commission.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-7e9838241b95a2c8c8a3,document-5cfcef7e6d9081a2f8b4cfc1,Final Judgment,Document,mentions,entity-governmentagency-d6f69161b254b4ff5403,Order of the Court,GovernmentAgency,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26502.pdf,2026-07-11T13:06:17.977Z,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names Order of the Court.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-367034d3d3ddc7c8e811,document-5cfcef7e6d9081a2f8b4cfc1,Final Judgment,Document,mentions,entity-legalauthority-06775ba40ef2b9ecaed3,Procedures Act,LegalAuthority,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26502.pdf,2026-07-11T13:06:17.977Z,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,machine-extracted-unreviewed,legal-authority-regex,0.64,The cited record names Procedures Act.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-1d5751f5489596650d5f,document-5cfcef7e6d9081a2f8b4cfc1,Final Judgment,Document,mentions,entity-legalauthority-30d4d73903606b97ec1a,Federal Rule,LegalAuthority,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26502.pdf,2026-07-11T13:06:17.977Z,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,machine-extracted-unreviewed,legal-authority-regex,0.64,The cited record names Federal Rule.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-3e57a6529c461f9a24a7,document-5cfcef7e6d9081a2f8b4cfc1,Final Judgment,Document,mentions,entity-legalauthority-357d25e851643705417a,Bankruptcy Code,LegalAuthority,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26502.pdf,2026-07-11T13:06:17.977Z,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,machine-extracted-unreviewed,legal-authority-regex,0.64,The cited record names Bankruptcy Code.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-c9a9ddd8f2e8e953e1d8,document-5cfcef7e6d9081a2f8b4cfc1,Final Judgment,Document,mentions,entity-legalauthority-4dd9429b82592fb2f8e0,Securities Act,LegalAuthority,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26502.pdf,2026-07-11T13:06:17.977Z,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,machine-extracted-unreviewed,legal-authority-regex,0.64,The cited record names Securities Act.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-c3bcb02c4ca12c8311df,document-5cfcef7e6d9081a2f8b4cfc1,Final Judgment,Document,mentions,entity-legalauthority-662251159aec5af8b571,Oxley Act,LegalAuthority,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26502.pdf,2026-07-11T13:06:17.977Z,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,machine-extracted-unreviewed,legal-authority-regex,0.64,The cited record names Oxley Act.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-fc7c666241d763205165,document-5cfcef7e6d9081a2f8b4cfc1,Final Judgment,Document,mentions,entity-legalauthority-e7f1a2bb67b9d759eecc,Exchange Act,LegalAuthority,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26502.pdf,2026-07-11T13:06:17.977Z,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,machine-extracted-unreviewed,legal-authority-regex,0.64,The cited record names Exchange Act.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-7340a65caac862522f50,document-5cfcef7e6d9081a2f8b4cfc1,Final Judgment,Document,mentions,entity-legalauthority-eda4c7ce7a782f0cdeca,Securities Exchange Act,LegalAuthority,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26502.pdf,2026-07-11T13:06:17.977Z,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,machine-extracted-unreviewed,legal-authority-regex,0.64,The cited record names Securities Exchange Act.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-3c59750daa62d70f00ae,document-68517786b3f869614d6441d5,"DaveGlo Investment Group, Inc.",Document,mentions,entity-company-679162bc191c2d02f381,DaveGlo Investment Group,Company,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26549-daveglo.pdf,2026-07-11T13:06:17.977Z,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,machine-extracted-unreviewed,company-suffix-regex,0.72,The cited record names DaveGlo Investment Group.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-214bfb60a789d1ddf1f3,document-6960ea14c65d98405708eb15,Final Judgment - Suzee Han,Document,mentions,entity-governmentagency-23b03f6532d999f0229b,Securities and Exchange Commission,GovernmentAgency,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26506-suzee-han.pdf,2026-07-11T13:06:17.977Z,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names Securities and Exchange Commission.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-d8748e5579f0093545bc,document-6960ea14c65d98405708eb15,Final Judgment - Suzee Han,Document,mentions,entity-governmentagency-760ba48af11027c4b325,AS TO DEFENDANT SUZEE HAN The Securities and Exchange Commission,GovernmentAgency,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26506-suzee-han.pdf,2026-07-11T13:06:17.977Z,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names AS TO DEFENDANT SUZEE HAN The Securities and Exchange Commission.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-ff0ab38f650335709928,document-6960ea14c65d98405708eb15,Final Judgment - Suzee Han,Document,mentions,entity-governmentagency-7b2d2e14e244ab1a52da,M. Brockett Trial Attorney United States Securities and Exchange Commission,GovernmentAgency,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26506-suzee-han.pdf,2026-07-11T13:06:17.977Z,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names M. Brockett Trial Attorney United States Securities and Exchange Commission.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-aa488d74ac846cea5f65,document-6960ea14c65d98405708eb15,Final Judgment - Suzee Han,Document,mentions,entity-governmentagency-d2fb03f3b17e8e1c4497,New York Regional Office,GovernmentAgency,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26506-suzee-han.pdf,2026-07-11T13:06:17.977Z,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,machine-extracted-unreviewed,organisation-suffix-regex,0.67,The cited record names New York Regional Office.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-875e86d64d9cf3fdcf26,document-6960ea14c65d98405708eb15,Final Judgment - Suzee Han,Document,mentions,entity-legalauthority-30d4d73903606b97ec1a,Federal Rule,LegalAuthority,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26506-suzee-han.pdf,2026-07-11T13:06:17.977Z,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,machine-extracted-unreviewed,legal-authority-regex,0.64,The cited record names Federal Rule.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-6ca9dc511e05ba460409,document-6960ea14c65d98405708eb15,Final Judgment - Suzee Han,Document,mentions,entity-legalauthority-4dd9429b82592fb2f8e0,Securities Act,LegalAuthority,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26506-suzee-han.pdf,2026-07-11T13:06:17.977Z,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,machine-extracted-unreviewed,legal-authority-regex,0.64,The cited record names Securities Act.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
relationship-2728100452c13e88504f,document-6960ea14c65d98405708eb15,Final Judgment - Suzee Han,Document,mentions,entity-legalauthority-e7f1a2bb67b9d759eecc,Exchange Act,LegalAuthority,U.S. Securities and Exchange Commission — Litigation Releases,https://www.sec.gov/files/litigation/litreleases/2026/judg26506-suzee-han.pdf,2026-07-11T13:06:17.977Z,,2026-07-11T13:06:17.977Z,B,unreviewed-source-document,machine-extracted-unreviewed,legal-authority-regex,0.64,The cited record names Exchange Act.,"A textual mention does not establish guilt, control, ownership, payment, coordination or any other substantive relationship."
